index,is_hatespeech,class,text
39,1,0,like snoop said in 94 we dont love these hoes
40,0,0,momma said no pussy cats inside my doghouse
41,1,0,most hated but the hoes favorite 2mw sevenone httptcobmdsvmc3rc
42,1,0,nice girls bad make me get naughty bad yello hoe real nice body down south chick like em real thick httptcobzrdl3kf7u
43,1,0,pimps up pimps up hoes down future voice
44,1,0,post a picture of that pussy get 200 likes
45,1,0,pussy is a powerful drug 128517 happyhumpday httptcor8jsymib5b
46,1,0,quick piece of pussy call it a drive by
47,1,0,running round here like some brand new pussy thats bout to get fucked
48,1,0,these bitches even worst theyll send them guys for you
49,1,0,these hoes like niggas that spend money not talk bout it
50,1,0,we dont trust these niggas all these bitches
51,1,0,yall niggas b cuffing hoes cause yall aint never have bitches
52,1,0,you dodge a bullet 128517 8220darealkha all da bitches i cut off pregnant or bound to be thank god 1285918221
53,1,0,young pill chamberlain these bitches love my music
54,1,0,128514128514128514128514128514128514128514128514128514128514128514vandalsavage teanna trump probably cleaner than most of these twitter hoes but
55,1,0,128514128514128514128514128514128514128514128514128514128514dahomiefuzz gay niggas couldnt wait to act like bitches tonight
56,1,0,128514128514128514theparadox and ima steal his cat n replace it with a pitbull 128514128514128514128514 rt 80sbaby4life theparadox he a bitch you should do it
57,1,0,amp hes gone always be a hoe
58,1,0,son of a bitch took my tic tacs i like this movie
59,1,0,all i wanna do is get money and fuck model bitches russell simmons
60,1,0,2015seniorprobs i probably wouldn8217t mind school as much if we didn8217t have to deal with bitch ass teachers retweet
61,1,0,a7xdemery im a fucking fag they said
62,1,0,arizzleindacut females think dating a pussy is cute now httptcovxbjg26gsz how does doing this stuff make him a pussy
63,0,0,addicted2guys simplyaddictedtoguys httptco1jl4hi8zmf woof woof hot scally lad
64,1,0,adorebellaaa have ya ever asked your bitch for other bitches kanye voice yes
65,1,0,adorezoey how u gone bring ur side bitch to a game where you know ya gf friends at 128553128553128553128553 i swear
66,0,0,allaboutmanfeet httptco3gzupfumev woof woof and hot soles
67,0,0,allyhaaaaa lemmie eat a oreo amp do these dishes one oreo lol
68,1,0,almightywayne jetsandaswisher gook bitch fuck u httptcopxmga68nc1 maybe youll get better just httptcotprevwfq0s
69,1,0,almightywayne fuck red malone man bitch ass niggah could you please use complete sentences
70,0,0,arizonasfinest6 why the eggplant emoji doey he say she looked like scream lmao
71,1,0,autoworid hennessey venom gt 128584 httptcoi8egmnkaj9 thats one sexy bitch
72,1,0,bossbytchh him seh me pussy wetter then a shower curtainahmesehwetnessltlmao
73,1,0,brohen314 eaglesnation and every eagles need to see that pic i just posted because that bitch just said the most racist shit
74,1,0,bvsedchink yo fuck skateboarding all yall some wood pushing faggots man ball is life httptcovbczp6hmt7 amjemiebenn
75,0,0,babyanimalpics baby monkey bathtime httptco7kpwadlf0r awwwwe this is soooo adorable
76,1,0,baylaagottabody 128514128514128514128514 i aint shit damn skippy lol
77,1,0,beeasyjrizzy u ever kill a ant on the sidewalk and think damn what if that nigga was on his way to get some pussyno bs must b gt30chance
78,1,0,beenbasedb kudabrazyy httptcoluubgl9y5u 0 rings 0 mvps 0 bitches lol
79,1,0,beenflynsolo ppl talk bad about the ghettohood but as a kid growing up a nigga had funnnnnnn
80,1,0,bestproadvice the facts on tattoostattoo httptcozwnbhpdz8e hes a pussy with not tattooing them nipples
81,1,0,bill215 128175128175128175 rt nelayden bitches be wanting to act like niggas so bad 128553128553128553 that shit aint cuteeeee but niggas act like bitches
82,1,0,bitchjones92 get worshiping bitch httptcor37cejcjou woof woof
83,1,0,blackchiquitita wow rt thatmanpalmer im lost are those buttcheek piercings httptcoyn6guyouq6 yeah shes a hoe
84,1,0,blacknerdjade ok sis shed rather be a broke bitch shrugs shell have to tell me how it works for her
85,1,0,blackman38tide whalelookyhere howdydowdy11 queer gaywad
86,1,0,brokenpiecesmsc itsnotadam faggot read my tweets after dat k it wasnt even funny lol
87,1,0,brosconfessions this bitch was so ungrateful httptco06e77bgwbx fr lulwhore
88,1,0,cashandboobies i been kidnapped yo bitch
89,1,0,cbbaby24 whitethunduh alsarabsss hes a beaner smh you can tell hes a mexican
90,1,0,ccobey aydanmccoy happy birthday nigs thanks yo
91,1,0,chlldhoodruiner when ur teacher tells u that u have homework httpstcorkk5vawij1 this bitch need to go
92,1,0,caelang15 22edham caelang15 that nigga was eating that hoe lol hell yea lol john paul nigga said john paul httptcoosipbkpr9h
93,1,0,canifuckornah what would yall lil ugly bald headed bitches do if they stop making makeup amp weave
94,1,0,carelessone92 leafs better win this damn game so i can go riot and shit earlychristmas you better start looting my nig
95,1,0,causewereguys going back to school sucks more dick than the hoes who attend it
96,1,0,causewereguys on my way to fuck yo bitch httptcoj906t5ze2r me as a 9 year old
97,1,0,celeynichole whitethunduh how come you never bring me food i dont have a car retard
98,1,0,chadmfverbeck if richnow doesnt show up with hella tinder hoes im not his friend anymore chill i brought like like 8 prople
99,1,0,chandlerparsons how bout them cowboys shutup pussy
100,1,0,clicquotsuave lmaooooooooooo this nigga krillznuhcare httptcoaanpsujmyi ltbitch want likes for some depressing shitfoh
101,1,0,coleycee lilaerii girl you know i was spitting that g shit to you amp you was going lbvsbitch plz
102,1,0,coleycee let me make a couple tweets off cuzzo page so i wont get in twitter jaillmao bitch dont trick me again
103,1,0,comedyposts harlem shake is just an excuse to go full retard for 30 seconds
104,1,0,comedytruth amen miley 128591 httptcop2kb2tfyxrokay but she dont need to act like a hoe just bc shes emotionally damaged foh
105,1,0,corybandz having one loyal female is wayyyyy better than having hoes idc 128175
106,1,0,crhedrys pussy licking pussy meow meow stopwhitepeople2014 128049 httpstcokeegdcjs5k8221 128533
107,1,0,dbabholloway check out our 12th man cowboysnation even with all those faggot ny fans in the stands
108,1,0,dgotbricks what happen to them vixen ent bitches they got ran and threw to the side like a foothill bitch
109,1,0,daedavidavie whitethunduh im the bitch okay nudes pat 128554128527128056 wow
110,1,0,devilgrimz vigxrarts youre fucking gay blacklisted hoe holding out for tehgodclan anyway httptcoxuccwoetmn
111,1,0,diamondloudkush the fuck be wrong with these bitches nobody knows
112,1,0,dietrich1892 yall shut upp make me bitch
113,1,0,dionairish i hate a im pregnant type of bitch
114,1,0,doyouq got bitches in the dm but i dont ever readem which is y your top 3
115,0,0,domworldpeace baseball season for the win yankees this is where the love started
116,1,0,dommoneek little stupid as bitch i dont fuck with yoooooouuuu
117,1,0,dreadheadari she really asked me that dead ass serious tho all i could say was bitch wheet lol
118,0,0,dunderbail im an early bird and im a night owl so im wise and have worms
119,0,0,edgarpixar overdosing on heavy drugs doesnt sound bad tonight i do that pussy shit every day
120,0,0,elgrillo1 pit bulls photographed as lovely fairy tale creatures httptcoq0sm89oolh8221 they are fairy tale creatures
121,1,0,ferociousghost 1stnamebravo aw fag dont tweet aw to me lol
122,0,0,flokid88 as long as the lakers trash from now on i could careless and thats real cc benballer hahaha
123,1,0,frosstyy h0rheyd i didnt say anything tho kiss me then faggot
124,0,0,funnypicsdepot this the i play soccer cheat on girls and wear khaki coloured cargos haircut httptcozuai7qwbir 128514 yup
125,1,0,g27status i could go for a fat ass bitch on my lap same
126,1,0,gedmelle 17 missed calls 128544128545das yo po bitch twitter finna be screamn freemoneymelle
127,1,0,gtmal ya side bitch gotta know its rules to this shitanybody ask you my cousin from jersey thinkin bout moving lmmfao 128514128514128514128514
128,1,0,gagatom1 8220malefoot 3 amo los pies httptco4qe1hdkk8i8221 fuck yeah
129,1,0,girlthatsvonte these hoes be thinking meat wont slap they ass 128564128075 ainna bruh
130,1,0,girlthatsvonte yall bitches wit no edges be doing the most talking 1285531285649995128514128514128514
131,1,0,girlthatsvonte yall still going trick or treating this year or nahhell yeah ima be da sweet tooth bandit steal bitches bags n shit
132,1,0,girllssues i wanna have sex with my mom fuck her right in that pussy where i came from damn you got hacked like fuck
133,1,0,gizzyjones94 if she kiss u with her eyes open watch that bitchlmfao
134,1,0,goofstroop you a woulda coulda shoulda ass hoe 128563128586
135,1,0,gottiltf happy bday bitch ass nigga jetsandaswisherpreciate that bitch roll up
136,1,0,hbmostdope 1jayee pipinhoes used to send that bitch up
137,1,0,hbmostdope ugly bitches be like im my own wcw duh bitch you aint nobody elses128514128514
138,1,0,halotgmg 1stnamebravo nigga you know we hacky sack hoes nah i throw no look passes lmao
139,1,0,heartlessfuck glad im getting outta atlanta nothing but a bunch of niggas in amp outta jail amp dumb bitches with mad kids fuckin em
140,0,0,hermosaalma this isnt ghettoits smart httpstcompazq3jswf im doing this idc
141,1,0,hiimjorib i would wife a hoe only cuz we wouldnt care that we cheating in each other why force the relationship in the first place
142,1,0,hornyfacts being single isnt an excuse to be a hoe theonemissluu
143,1,0,hoskinsty96 white boy power bitch black power bitch
144,1,0,hudgens11 lets get drunk get blowed spit shit spark blunts amp fuck hoes bro white dudes have no chill
145,1,0,iscoutgirls verballyabrupt bitch where u been around the world and back where you been
146,1,0,itsyahboiray anelylove if i dont get my dick sucked at yo party by a bad bitch im fr gone set it off 128514128514128514128514 by anelylove
147,1,0,itsyesie oomf is soooo cute but he probably has hoes on him a lot
148,1,0,jayten9 in every cartoon theirs alway a nuffsaid15 saving these hoes lmao httptco9ukd8wtz6x lmao damn captain saveahoe
149,0,0,jreebo who wants to get there nose in these bad bois then scally chav sockfetish stinking httptcofeqxgn0w6i hot sox and legs
150,1,0,jamesynba i wish i was a bitch like my brother keezy 128530 ooooow i bet you do
151,1,0,jasminepore if you dressed up as a cat for halloween you are basic or a pussy
152,1,0,jewelxo can pornhub just get a gaming stream feature so these dumb bitches can gtfo pornhub get on it katielt3
153,1,0,joebudden stop being scared to choke her during sex u bitch ass niggas she8217ll like it says the guy who hits women out of bed foh
154,1,0,johnny55perez whitethunduh ha well iguess i make them hoes loyal bro theyll never be loyal that y they hoes my nig
155,1,0,kazatta 1takehov oh man its 5 am you off a molly ho where the fuck ya seed at fixed
156,1,0,kelsiebelsi youre not a man if you refer to every girl as a bitch
157,1,0,keyshawnswag lmfao this cat started beating the shit out of me my nigga finally got some pussy my nigga
158,0,0,keyshawnswag peel up peel up bring it back up rewind back where im from they move shaq from the line ooooow who tf said that trash
159,1,0,kingcuh 16stanleys io io alu record ho vine sai pe hahahaha lol anywaaaaaays haha
160,1,0,kinghendo95 vondreaam naw its my old tape new cover my upcoming mixtape is kingofthehill yeah im waiting on that hoe mayne
161,1,0,kingteej ol dirty foot ass bitches this was too funny to me
162,1,0,kingshawn6 whitethunduh thats where i get my yellow flags for being amazing 128079128524 hell yeah niggy
163,1,0,kissmysmilee dont got time for bitches to be actin iffy
164,0,0,knightfanneal ucfpinkparty come on stay alive knights nation this is still the early bird special comeatmeut
165,1,0,kyranadiya these hoes aint loyal no they aint httptcoh1ubsvbkgl smfh amp wonder why nobody decent wants them
166,1,0,lcistj bruh you studs keep thinking im soft as hell ask ya girl how many times she screamed she was my bitch oh okay stfu bye hoe
167,1,0,lodycash dry pussy bitches always blame it on the condom128514128079128514128079128514
168,1,0,lunaraps shut yo bitch ass up httpstcoiemn1u0gm5 128557128514
169,1,0,laflaregodjosh gucci mane in jail and dropping mixtapes every month and you hoes cant even text back
170,1,0,latrobemark you love these hoes more then money wats wrong these niggas
171,1,0,lebronvuitton a loyal bitch from the burbs without daddy issues is like finding a holographic mewtwo sounding like me over there lol
172,1,0,lilfridayhoe easy cum easy hoe thats a fact
173,1,0,lifeasbros charlie sheen is too real httptcogggdk3kov7 major fucking respect for charlie sheen
174,1,0,lightskingawdd wish i had a bae 128533 you got all the hoes tho
175,1,0,lilmike12 fuck twerking bitch can you cook
176,1,0,linniekravitz wesgodlaflare bitch wtf httptcodasmycxodb
177,1,0,lipethegreat 8220h0rheyd lipethegreat shut up zoe fight me pussy8221 for zoe im good man you are good maam move along now
178,1,0,lolaaisdope lmao fucking snake bitches em
179,1,0,loveableaizah big booty hoes everywhere sheesh 128525 damn 127807128064127807
180,0,0,mlbnetwork stay tuned to mlbnetwork for an update on the report that yankees 1b teixeiramark25 will be out 810 weeks dliming35 bum
181,0,0,mrad 8220dezdlt i play soccer cheat on girls and wear khaki coloured cargos haircut httptcotycihd6pkw8221 yes lmfaosoccerboy04
182,1,0,madflyentist oregon chokes every year get off the field trash ass program rft
183,1,0,mannydiesel def not cowboy lol rt artoffloyd terrell owens was the best eagle amp cowboy ever dude cried like a bitch on tv over romo
184,1,0,markroundtreejr lmfaoooo i hate black people httpstcornvd2nlcdr this is why theres black people and niggers
185,1,0,master11 20tolife gabrielastarr how could u do this to me bitch potent
186,0,0,maxmayo77 httptco3jk4kr44x3 a pissed lad past out i would lick his dirty soles while he slept
187,0,0,maxmayo77 httptcoprrskknqrv love frat boy w soft long soles
188,0,0,maxmayo77 httptcoxpsc3makgj sexy lad with hot soles and arches
189,1,0,megamindnick whitethunduh nah fam i gotta cheat with the hoes depends on the female i feel
190,0,0,meshanojas vontethekidd 128079128079128079128079128588 i got hicks lol
191,1,0,migsmichelen this new twitter is confusing the shit out of me go back to south america bitch
192,1,0,miikitox3 toto means ass or vaginai think pussy cause toto santi is like nasty pussy
193,1,0,mikelahenry but what if he actually does choose the ugly bitch over you 58381her ass must be fat
194,1,0,mileycyrus bitch couldnt kill my vibe if ya tried 127752127752127752 dis why i love miley
195,1,0,montrell im tired of bitches saying i look mean 128530 nigga you big af wear tight shirts and grim everybody
196,0,0,motherjones 10 birds your grandkids may never see thanks to climate change httptcoxqmxhkaswt httptcorbitegrnhm climate
197,1,0,mvckfadden stay beautiful you bitch
198,1,0,nickiminaj wutkinda r purple ceeeleeeman this gurl was jus playin on the stupid hoe track but in still shitted on sum gurls
199,1,0,nastycopper money getting taller and bitches getting blurry
200,1,0,newsomejade i aint never seen a bitch so obsessed with they nigga128514 im obsessed with mine 128529
201,1,0,nicholasted33 kobe stay talking trash but lets not forget httptcovh4tnekvtp jaustin12 i meant to do this one smh
202,1,0,nochillpaz at least im not a nigger httptcorgja7cfoit lmfao
203,1,0,nofakingg people always asking me what im mixed with she a bad asian bitch lol
204,1,0,notoriousbm95 whiteponyjr ariza is a snake and a coward but at least he isnt a cripple like your hero roach lmaoo
205,0,0,osayitaintso 8220ignorealllaws fosters home for imaginary trash8221 whoa chill that show was everything tf
206,1,0,officialreplay i am lowkey tired if you tired be quiet and go to sleep hoe
207,1,0,prayingforhead 8220macklemroe stop bringing weird niggers into my mentions prayingforhead8221 httptcocussdjesrk
208,1,0,prettybossbrat we dont love these hoes 128080128581
209,1,0,patrickquelo if yo girl cant have homeboys you a ol weak bitch ass nigga
210,1,0,patsfanjoe32 dpalomino52 i think worst advice i gave you was dont be a pussy and speed up lol
211,1,0,poemsporn quote this tweet with your favorite animalpussy
212,1,0,poeticsuccess i hate when strippers tell you theyre dancers hoe ballet dancers dont pop their pussy to beethoven you a stripper
213,1,0,poffalicious andrewbryant poff has double vision after 2 beers poff double pussy 128526 smh
214,1,0,poobie when bitches twerk on the computer me in ya 128089 in ya damn 128089825265039
215,1,0,prodsjewel 8220sreadthepeace 8220yungmindless peacepunkprince prince this is art httptcoephrwxmbhr8221 nobody takin his bitch
216,0,0,quan1t0 61 of welfaregovernment aid is claimed by white people so yall black slander is trash now
217,1,0,quan1t0 these bitches dont care they just play that role
218,1,0,queenkaaat it took a while for you to find me but i was hiding in the lime tree iemonaids dis bitch in da wrong tree bro
219,1,0,rtnba drakes new shoes that will be released by nikejordan yes theres glitter on the shoes httptcoqctplxhexm dudes a fag
220,0,0,rachiesoul dizzleofficial inna di ghetto you alone lmaoo
221,0,0,ramboutit 8220master11 20tolife ramboutit hoes austin8221 teach us austini teach u how to get curved thats all i know
222,1,0,reachtheeclimax bitches cant cook but know how to suck dick so to the ones that can do both
223,1,0,renegademo fat hoes get chose lol
224,1,0,riahsm hoesaintloyal well theyre hoesno one expects them to be loyal
225,1,0,rishaawilliams treshonscrooge nevertrustt ol bitch ass httptcoamcoiny0wg
226,1,0,rnadjorell bruh im tired of niggas retweetin miley cyrus naked that bitch aint no types of bad lmaooo
227,1,0,sactownprodigy just because tony romo at the mavs game dont mean he still not a bitch lmao fuk them cowgirls lol bitch fuck you
228,1,0,samjlayman holy shit freddie highmore was in charlie and the chocolate factory me rolls on the floor laughing
229,1,0,samirahusic i dont want to have sex with my gf because i feel like im using her anonymous whata faggot
230,1,0,sexualgxfs one of your followers with this 128525128553 httptcof1tjl9xnct somebody bitch if you dont
231,1,0,shaajenkins if ya bitch always bitching clearly she care or just an annoying bitch
232,1,0,shantaughther these catfish hoes thinkin they slick but niggas catching on 128524
233,1,0,shewenttojordan cant worry about a bitch that aint worried bout me real
234,1,0,showarrive side hoes are for insecure niggas that cant handle a real one
235,1,0,shunstokes 128514128514128514128514rt bluprint4 lmao this bitch come scooting in the tent like she about to fuck some shit up 128557128557128557
236,1,0,shunstokes my cousin said he share hoes with his brothers he said sharing is caring and he love his brothers 128514
237,1,0,slimgirlprobz im hungry but ionn wanna spend my money on food128530broke hoe problems 128514128514128514128128
238,1,0,smeegbaby dese hoes be lyin to all of us nigga
239,1,0,snakecharmsdump httptco4b427dqzcv oh yeah fuck that bitch
240,0,0,sportscenter eli manning just threw his nflleading 27th interception of the season lmao trash
241,0,0,sportscenter usc senior rb anthony brown calls head coach steve sarkisian a racist and quits team 187 httptcojoosdsubir hes a bitch
242,1,0,stellatex guess what i also have zero time for your mansplaining adios stfu pussy
243,0,0,stephenwildboy chilling 1280698482 httptcomik3ipnle6 sexy scally lad
244,1,0,strap i aint sharing no bitch if you mines you mines 128175
245,1,0,sukmysweetness money only impress the simple broke bitches
246,1,0,sylvieamx pisces will never be anybodys bitch they dont let people control or change them rigghhht
247,0,0,teejonez 16stanleys kingcuh tuku ho idk blah blah blah 128514128514128514
248,0,0,teejonez kingcuh 16stanleys im not mad cuh hahaha suure tuku ho ita 128514128514
249,1,0,tayknosbest these hoes is crazy
250,1,0,taylorrbabee you aint ever gonna be a slice bitch kevin hart
251,1,0,thatniggatroy oomf so fuckin fine tho 128553 dam her dont be no bitch
252,1,0,thegamerkingkev i wonder if the girl that gave head to 24 boys for a drink in magaluf has twitter she probly sends nudes for fags
253,1,0,thenewsat newsatquestions yeah bitch yeah bitch call me a maybe b steveo c later d jesse pinkman machinegunkelly
254,1,0,thenymphotweets hickies in between her thighs right by her pussy gtgtgt its only right
255,1,0,theonemissluu would you still love me when im no longer young and beautiful no ugly monkey ass
256,1,0,therealrickyb21 jetsandaswisher gook yall come through the frontbitch i aint coming
257,1,0,therealrickyb21 jetsandaswisher faggot bitch httptco2hyyabk4eh
258,1,0,therealistsam madrid2 yea im on my ipad i dont work this friday lets ball this faggot up tropicalblanketi work 25
259,0,0,theo17100 httptcobyj1hoyhmg this scally lad would get it
260,1,0,theomaxximus gerryshalloweenparty httptco3ycrsrnjhc halloween was yesterday stupid nigger
261,1,0,theomaxximus chrus still supahot tho walks up to teacher with test drops test in that bitch fohead httptconb5vgdssgi
262,1,0,thornton25 8220kantkeepahbytch i love eating pussy lol i never get full lol8221 i can eat that shit forever lol and ever
263,1,0,tmaccgfg 8220voiceofdstreetz tmaccgfg 8220tizzimarie no slushes 1285498221hoes nasty anyway fam1285648221them hoes taste like meds127815127815127868
264,1,0,tmaccgfg 8220tizzimarie no slushes 1285498221hoes nasty anyway fam128564
265,1,0,tmaccgfg bobby bitchby bobbyshmurdags9 be getting me live as fuck hell yea i play that hoe before my workout
266,1,0,trelekidd yo bitch is gucci mane rt jabarithegreat my bitch a stoner 128175128175 httptcolt9lijjpg9128514128514128514128514128514128514
267,1,0,tweetgamelazy i can ride your bitch with no handle bars
268,1,0,tyjoncuffee and if you aint a hoe get up out my traphoussseeeee
269,0,0,uberfacts 15 sad tv character deaths were still bitter over httptcoulclfuf8nc httptco1rxyqoosm0ned stark was the man
270,1,0,unholyjack these harbor bitches are all party bus hoes lol all
271,1,0,vbomb20 woodchuck20 pussy love it
272,1,0,veronikahumbert ultraviolence video its coming you little bitch mtvhottest lana del rey httptco533flbvwqh bitchy promo
273,1,0,vineforthebyrd on my way to fuck your bitch httpstco4lmtfnl2iy lmfao kittycopter
274,0,0,wbur a smuggler explains how he helped fighters along the jihadi highway httptcoux4anxeawd
275,1,0,wbeezy quathegreat aww their avis look so cute together 128145 httptco9lporcb8w0 128128128128128128 do i gotta get ike avi on this bitch
276,1,0,wbeezy rundrc its simple dont be a hoedont worry about being exposed 128540 fight mewhy
277,1,0,wannabekanye whys this bitch boosting herself httptcouod2f5wtkv her size isnt exactly the most healthy tho
278,1,0,withaprettyface 1nonlykeisha bet not be no bitches 128514128080128299128299128298 128514128514 kim bye
279,1,0,xxpdotjdot damn near gotta protect my tweets stalkers being annoying you got that dope dick drive these bitches loco
280,1,0,xojennygirl im making marack my girlfriend marackaf aye b you pullin hoes just like o taught you
281,1,0,xoxoangiee bruno fag boy you love me
282,1,0,yehitsvon 8220rundrc i must be a bitch8221 you are 128514128514128514 sike naw this why we always beefing 128514
283,0,0,yankees down 61 yankees look to rally in the bottom of the 9th rallycap
284,1,0,youngricooo 8220wexicanafro702 dont take advantage of a nice person8221 hoes everyjuan
285,1,0,youngricooo happy birthday bitch nigga wexicanafro702 thanks pal
286,1,0,youngricooo sad knowing that most hoes wont fuck with you bc you aint got stacks wait till friday
287,1,0,yungmigo shanea1 cinco shit harder fucc niggayee but you fucc wit rich homie cuz dats ya homeboy fucc nicca
288,1,0,zoebarton3 h0rheyd ewww i said that last sundayas in the last sunday i was there read it again nigs128563128563128563128563128563
289,1,0,badabing i only punch real niggas in the face cause a pussy nigga is gonna punch me right back strong mush or shake
290,1,0,beedontcare my pussy still fresh lt something stank girls say
291,1,0,geewillikers ass slapping is one the greatest things haha 128527 i slapped a girl on the ass she got mad i aint get pussy for a week
292,1,0,tommycollins wearerichnow buffalobills yeah texans are so much better you fucking retard i see that youre mad about this
293,1,0,malibubarbie nd wtf is up with dark bitches with blonde please have several seats hoe looking like blackampmilds out here
294,1,0,sugga theres a lane some bitches need to stay in 128526 the left n get right the fuck outta our face 128557128129128536
295,1,0,sneakyb i hate when boys deny that they have bitches 128080128553 smh
296,1,0,taradise ya nigs out there still saying yall dont eat butt with a straight face
297,1,0,yourewelcome im a boss ass bitch that needs to sit in a corner
298,1,0,iwantfranny hes a hoe i cant
299,1,0,prettyflvck0 me and paul thinkin bout gettin rentals for da weekend 128665128168128168oooh shit bitches betta stay out da streets
300,1,0,rapdreams bitches hold they nigga down when he get locked up but if a nigga go to college or the military its a different story 128564
301,1,0,simplycaitlin why do my friends hate me because you a ratchet hoe
302,1,0,adriwadrri no love for these fuck niggas hoes
303,1,0,airmaxlad1 hot meat httptcobrz8imk5vk sexy as fuck scally lad i would love to meet him and his trainers
304,1,0,airmaxlad1 sniff httptcofhhbbrmybn perved up scally lad fuck yeah
305,1,0,alejandrap13 these bitches love sosa
306,1,0,alexissixela 8220whitethunduh i legit watched it for about 30 or 40 seconds 1285298221so did i wtf prob cause were retarded smh
307,1,0,allisonnamaya what should i name my cat ideas mr pussy
308,1,0,altosteel115 httptcotm28mh5xg2 woof woof sexy thug boy scally
309,1,0,ambitiousbree 1nonlykeisha u see the damn phone ringing 128547128530128542 when you married bitches makes demands you havent called me
310,1,0,analicialouise tevin is my favorite sophomore i think hes so funny hes really not lmaoo hes a little hoe
311,1,0,angelenagoley 10 sex positions httptcont3pabmwsm httptcojmhz8sczf0naw this what u call fucking the soul outta bitch 128557
312,1,0,ashlingwilde itsnotadam is bored supposed to be cute you faggot sometimes
313,0,0,ayyeeceee one mans trash 128686 is another mans treasure 127942
314,1,0,babineaux i dont got no type bad bitches is the only thing i like iongotnotype
315,1,0,bigbootybishopp whitethunduh lassen cc the coach wants me i feel it youll get more my nig no doubt
316,1,0,bleedingtrap god teeth gold chain white bitches cocaine
317,1,0,cheetahbluntz its me hoe its me hoe128129 shhhhh
318,1,0,chieflottahoes in dc we call them rollers in chiraq we call them thots all across america they have been known as a hoe
319,1,0,claytonjenn99 im gonna miss that bitch of a bus driverno you wont dont lie
320,1,0,coltforty2gone hate when bitches try and put you in the friendzone bitch im tryin to score put me in the endzone 128293128293128293 on my soul
321,0,0,complexuk ashley young has tried to deny that bird s landed in his mouth gt httptcomlr5ewgonk httpstcoavchfj7rem hahaha
322,1,0,datfullerkid trevaughnlg yall both gimped up aint tht a bitch huh lol
323,0,0,deepthroatmike boyssouth take me for a ride 128525128139 httptcoh5matjyfgaredneck woof woof
324,1,0,demieggleton oh my god i love victoria mitchell all my bitches love me
325,1,0,djsliime that long distance shit wack i knew the bitch was cheating uh oh
326,1,0,fiirting hes doing it right 128525128120128158 httptcojzkkivuvjc no bitches smh
327,1,0,fatboyswagg347 they ban dat pussy for life amp he gotta pay 25 millon dollar fine
328,1,0,fuckcamoclark roses are red and violets are blue and niggers are black you know thats true dylan72892
329,0,0,g0rillaz0e sitting on my window sill window open bird tries to fly in smacked it protecttheanimals peta
330,1,0,glowstruck but a nigga gon be a nigga be a nigga you sound fuckin retarded
331,0,0,greggutfeld a video an entire media will likely mock httptcoxfr1crxwsm i am such a crybaby
332,1,0,gurlimangie itskiaraaaa westyourmajesty im not even shy stfu kikis mom hi angelique angelique smiles dips cracker in soup
333,1,0,haitiangold tim tebow got cut from every team he was on in the nfl and he already got more hoes than me in starkville smh 128514128514128514128514
334,1,0,hazelebaby karma is a bitch damn godprotectshisangels 128588 sips tea
335,1,0,hornyjhb fuckin hot gym pussy httptcozvymcxquta fuck yeah
336,0,0,hxhassan jihadi patron hajjaj alajmi is arrested at kuwait airport httpstcozmlokfwdql
337,1,0,iampickuplines you can call me fireman cause i turn the hoes on
338,1,0,icrawley i could never have a bby by a lil dick thts y i got a abortion by the last bitch oh my god
