index,is_hatespeech,class,text
277,1,0,whys bitch boosting her size exactly healthy tho
278,1,0,bet bitches kim bye
279,1,0,damn near gotta protect tweets stalkers annoying got dope dick drive bitches loco
280,1,0,im making marack girlfriend aye b pullin hoes like taught
281,1,0,bruno fag boy love me
282,1,0,i must bitch sike naw this always beefing
283,0,0,down 61 yankees look rally bottom 9th rallycap
284,1,0,dont take advantage nice person hoes everyjuan
285,1,0,happy birthday bitch nigga thanks pal
286,1,0,sad knowing hoes fuck bc aint got stacks wait till friday
287,1,0,cinco shit harder fucc niggayee fucc wit rich homie cuz dats ya homeboy fucc nicca
288,1,0,ewww i said that last sundayas last sunday i there read nigs
289,1,0,i punch real niggas face cause pussy nigga gonna punch right back strong mush shake
290,1,0,my pussy still fresh lt something stank girls say
291,1,0,ass slapping one greatest things haha i slapped girl ass she got mad i aint get pussy week
292,1,0,yeah texans much better fucking retard i see mad this
293,1,0,nd wtf dark bitches blonde please have several seats hoe looking like blackampmilds
294,1,0,theres lane bitches need stay left n get right fuck outta face
295,1,0,i hate boys deny bitches smh
296,1,0,ya nigs still saying yall eat butt with a straight face
297,1,0,im boss ass bitch that needs sit corner
298,1,0,hes hoe i cant
299,1,0,me and paul thinkin bout gettin rentals for da weekend oooh shit bitches betta stay da streets
300,1,0,bitches hold nigga get locked up nigga go college military different story
301,1,0,friends hate me ratchet hoe
302,1,0,no love fuck niggas hoes
303,1,0,hot meat sexy fuck scally lad i would love meet trainers
304,1,0,sniff perved scally lad fuck yeah
305,1,0,these bitches love sosa
306,1,0,i legit watched 30 40 seconds so did i wtf prob cause retarded smh
307,1,0,what i name cat ideas mr pussy
308,1,0,woof woof sexy thug boy scally
309,1,0,u see damn phone ringing married bitches makes demands you called
310,1,0,tevin favorite sophomore i think hes funny hes really not lmaoo hes little hoe
311,1,0,10 sex positions u call fucking soul outta bitch
312,1,0,bored supposed cute faggot sometimes
313,0,0,one mans trash another mans treasure
314,1,0,i got type bad bitches thing i like iongotnotype
315,1,0,lassen cc coach wants me feel youll get nig doubt
316,1,0,god teeth gold chain white bitches cocaine
317,1,0,its hoe hoe shhhhh
318,1,0,in dc call rollers chiraq call thots all across america known hoe
319,1,0,im gonna miss bitch bus driverno wont dont lie
320,1,0,hate bitches try put friendzone bitch im tryin score put endzone on my soul
321,0,0,ashley young tried deny bird s landed mouth gt hahaha
322,1,0,yall gimped up aint tht bitch huh lol
323,0,0,take ride woof woof
324,1,0,oh god i love victoria mitchell bitches love
325,1,0,that long distance shit wack i knew bitch cheating uh oh
326,1,0,hes doing it right bitches smh
327,1,0,ban dat pussy life amp gotta pay 25 millon dollar fine
328,1,0,roses red violets blue niggers black know thats true
329,0,0,sitting window sill window open bird tries fly in smacked it protecttheanimals
330,1,0,but nigga gon nigga nigga you sound fuckin retarded
331,0,0,video entire media likely mock crybaby
332,1,0,im even shy stfu kikis mom hi angelique angelique smiles dips cracker soup
333,1,0,tim tebow got cut every team nfl already got hoes starkville smh
334,1,0,karma bitch damn godprotectshisangels sips tea
335,1,0,fuckin hot gym pussy fuck yeah
336,0,0,jihadi patron hajjaj alajmi arrested kuwait airport
337,1,0,you call fireman cause i turn hoes on
338,1,0,i could never bby lil dick thts i got abortion last bitch oh my god
339,1,0,watch women try argue like dick actually fucked pussy before i hate bitches
340,1,0,and smoke weed public fuck cops man wanna do you run come retarded
341,0,0,tweety bird tho
342,1,0,pussy sweet like watermelon thotermelon
343,0,0,when twitter rappers dm trash links
344,1,0,loud bitches annoy me
345,1,0,eventually every bitch turns hoe truuu
346,1,0,i swear oomf try talking tomorrow pussy
347,1,0,you bitches pretending tf crazy you aint never lied
348,1,0,k bye hoe um bye
349,1,0,jackies retard blondeproblems at least i make grilled cheese
350,1,0,ima keep giving pussy ass niggas ah reason hate
351,0,0,photo sole heaven
352,1,0,stacey dash baddest bitch evaaaa
353,1,0,side bitch sunday
354,1,0,facts baldheaded bitch made shit lmao
355,1,0,fuck wit us tweakin hoe shmurda
356,0,0,we actin like 7th day spook
357,1,0,ill break lil bitch neck even feel sorry it savage
358,1,0,this fucking hot scally sneakersex sockfetish sniff trainersex love kinky scallies
359,1,0,yall dumb ass niggas pressed hoes yall weak fuck fuck weed hoes oreos too
360,1,0,i turn yo bitch eaterrrrrrrrr
361,1,0,i trust dese hoes nikki told 51st i stay fans screen shot asap finna come chiraq shoot sumn
362,1,0,aye yall ima tryout bowling team frfr tryouts passed tho theres two retard
363,1,0,now u got u want bitch enjoy crazy party i would love attend
364,0,0,colored contacts eyes blinders mine cause cant see all lmao
365,1,0,facts only dudes hoes say got hoes
366,1,0,im rea start smacking bitches period bluffin best
367,1,0,lifes bitch die thats get high cause neva know gonna go sister perfect
368,1,0,one us drugs still wrong hahahahahahah im bitch sometimes
369,1,0,im feeling pretty fuckin ghetto smh
370,0,0,swears im 1 man easily easily behind austin nip
371,1,0,this true ride die bitch fuck hahahahah
372,0,0,hgwells charlie chaplin history photography
373,1,0,all i see brunos bitch ass twitter now wtf brunos sees drake voice
374,1,0,im cool faggot chill tf cool nigga
375,1,0,im sure bitch frfr tf
376,1,0,twitter source news broadcast fucking retards nbc abc cnn fox etc keeping quiet
377,1,0,got couple bitches saying know but ima let money talk and im like wwyd
378,1,0,grudges weirdosand bitches
379,0,0,i told mariam cigarettes birthday you also called trash rn
380,0,0,brownies tonight kind
381,1,0,no text back i give fuck ill text another bitch damn someone hurt lol
382,1,0,ummmmmm okay got hoes left right yah thang
383,1,0,using ymxb find slope ass
384,0,0,fit lads nice gear scally lads n trainers would get
385,1,0,hell yeah bro fuck yeah sexy scally lad hot gear
386,1,0,helping mate i love scally play fuck yeah
387,1,0,lads lads fuck yeah i love scally lad action hot trainers too
388,1,0,next year bitches gonna like gotta promise expose
389,1,0,so hot rt lick it bitch fuck yeah eat trainer u dirty fucker
390,1,0,yall think celebrity pussy different locals yeah meghan goods is
391,0,0,i saw ajumma walk beginning saying wow trash i cant even listen it lmaoo
392,1,0,need sox fuck yeah i love kinky scally lad w rank sox sneaks
393,1,0,i ever expose females like that thats childish bitch nigga shiiii
394,1,0,yasss trys new things bestfriend bitch love
395,0,0,dude remember wop video omg where did you find that
396,1,0,thick raw fuck damn man pussy getting workout
397,0,0,rawr rt my sexy french scally i love him frenchscally sexy scally woof woof
398,1,0,nothin life free some bitches need write ya panties
399,1,0,one bitches want burrito u catch potosino huh haha
400,1,0,niggas whole hoes cuz couldnt said better
401,1,0,hardcore way eat mac cheese 1 boil water 2 snort cheese powder 3 drink boiling water 4 fuck bitches
402,1,0,yourenotmytype fade perpetually fresher yours thats real ass bitch rite
403,1,0,annoying bitch i love judyanns so pretty
404,1,0,lmao bitch got huggies
405,1,0,hi bitch no bitch bye bitch
406,1,0,look like bitch
407,1,0,chase money hoes
408,1,0,cant stand i know i want ass nigga bitch
409,1,0,im way love chavhot sexy scally fucker
410,1,0,these newly gay bitches kno shit works
411,1,0,when bitch want real job become strippers lol lol
412,1,0,awww meat meat in his feelinsi ainn n feelings bitch
413,1,0,i want snake bites my industrial piercin amp a tattoodem hoe accessories dea
414,0,0,baby albino
415,1,0,hoes aint loyal
416,1,0,yassssss ordered chinese bitch ate tacos fat fuck
417,1,0,i made bitch lunch bitches love lunch
418,1,0,a no brainer but soon bitch gets rich political power views change political whores
419,1,0,a pussy day keeps devil away
420,1,0,aint bitch what mean
421,1,0,all bitches want baby i want children
422,1,0,and bitch must lost
423,1,0,baby i like left side bitch cant cuz street side twitter said i aint real
424,0,0,bae sounds like ghetto word use something else
425,1,0,batter wee cunt jewis cos fucked ex emma isnt battering girls ive nailedive moved onstop pussy n urself
426,1,0,bleed hoe alexa
427,1,0,boolin bando wit bitches
428,0,0,brownies brownie i love movie
429,1,0,but i need bad bitch thats hotter me might realist shit partynextdoor ever said thats i feelin everyday
430,1,0,by way punch bitches
431,1,0,caesar home rt much bitch looks like lets start ape shit
432,0,0,chinese maverick we communicating comrade u know giving imperialist yanks birdie
433,1,0,dad say hi snapchat dad duces bitch
434,1,0,do believe hoes fact loyal i disagree that i believe fact loyalest bunchthese hoes
435,1,0,dont know ugly bitches dont know broke niggas
436,1,0,dont make make fall live nigga like meee the birds 1amp2 favorite songs weeknd
437,1,0,dont worry nigga see worry nigga dont see dats da nigga fuckin yo bitch
438,1,0,dont ever give pussy away you keep tight alright
439,1,0,dropped stack cause bitch im on song called dope download mixtape here
440,1,0,dumb bitches dumb things
441,1,0,eat pussy like real nigga hungry
442,1,0,eff it lets go cripple
443,1,0,everything look better bitch next it
444,1,0,facto who cares hoe ass looks like this
445,1,0,for every bad bitch nigga tired fucking her
446,1,0,foreign chick lie man bitch beautiful
447,1,0,fresh nigga kno i need clean bitch who kno im working cuz i wanna see team rich
448,1,0,fuck 50 i make rules suck dragon balls bitch call goku
449,0,0,generate ascii boxes nodejs i see ability bring flappybird node via ascii tubes bird
450,1,0,get shit bitch fine bear
451,1,0,get ass back detroit ya fuckin wigger
452,1,0,girls i dated okay i aint mad yo unless stabbed heart love hoe
453,1,0,how do you know my twitter password bitch please
454,1,0,have seen shows have seen hoes if i hot would thick
455,1,0,he bitch hitting hoe
456,1,0,he married white woman lucky sumbitch uncle ruckus
457,1,0,he wanna nigga im trinna savings account omg imma funny ass bitch man thats real shit
458,1,0,her great grandmas hoeher grandmas hoeher moms hoe hoe its long line hoes grandpa carl everyone
459,1,0,hey go look video man found kidnapped girls ohiowhat nigger shitmybosssays
460,1,0,hey pussy still there
461,0,0,how draft gungho folks send afghanistan war zones show their
462,1,0,how hotter it a bitch
463,1,0,how u talking hoes bout bro n em why talking hoes bout bro n em
464,1,0,how doing crazy bitch hilarious
465,1,0,i know shoes dirty fuck whatever bitch you call like negro one first things look shoes dog
466,0,0,i thrill billywith hillbilly heart hahahahaha jesus murphy
467,1,0,i call bitch
468,1,0,i cant handle liquor but bitches cant handle meeedd chief sosa
469,1,0,i chase dudes i chase bitches edgar bautista
470,1,0,i love hoes baby its forever
471,1,0,i dont even need picture tamar bitch beat every picture
472,1,0,i dont hoes
473,0,0,i found new way chug open mouth alot shitallysays
474,1,0,i fucking hate bitch much i wanna smack face tongue kiss her
475,1,0,i got bitch set like jada picketqueen latifah riding round nieces bitch titi
476,1,0,i got sister told stop calling women bitches
477,1,0,i guess night bitches die stewie nigga
478,1,0,i bitch bitch bitch eating halibut freshrhymes jerksquad slowstir
479,1,0,i ladylove shes married i still wanna bang her she sex me what bitch a troubadour probably
480,1,0,i heard looking candy man bitch
481,1,0,i hope get mad ladies i call bitches bitches bc i know names individually katt williams
482,1,0,i got number 3 im bitch boy
483,1,0,i know shit eatin grin you either fucked girl dreams sold car we know faggot whatd sell
484,1,0,i older men cause theyre mature that supposed fool us bitch
485,1,0,i prolly leave bitch cups hand yo hand hand
486,1,0,i said like it tastes like wolf pussy what how even know tastes like
487,1,0,i taught eat pussy cut hair i taught eat pussy hair name movie
488,1,0,i used dress like cop too oh really yeahright 911mad pussy really yesill never forget
489,1,0,i went jail flock amp came home wit strike you went jail bitch came home dike
490,1,0,i fuck u u stand u dizzy bitch two unique amp separate phrases i overheard relative saying i younger
491,1,0,i woke like thi bitch go back bed
492,1,0,i would rather call bitch sir my manager
493,1,0,ill beat pussy hard
494,0,0,ill slit throatneck
495,1,0,im funky ass honkey s shout tonight cabaret jt2020tour
496,1,0,im comparing kfc pussy
497,1,0,im downloading new personality ordering new face you bitch i love you goddamn it axl rose yelling sex robot
498,1,0,im feelin like malcolm middle bitches surround cant miss em
499,1,0,im gonna piss dimple stop wasting prayers trash teams lol
500,1,0,im probably main bitch chocolate dipped cinnamon apple
501,1,0,im sick shit man sit bitch ass im fed bro rt geno threw yet another pick smh
502,1,0,im sorry i fucked yo bitch but really dig nigga
503,1,0,ibs irritable bitch syndrome
504,1,0,if love hide yo bitch keep shorty
505,1,0,if talk back aint getting pussy me
506,1,0,if bad bitch put hands high every girl room starts waving hands around
507,1,0,imma tie bitch basement donkeyfuck ass two weeks straight hahahahahahahahaha 50centmovie beforeiselfdestruct
508,1,0,in my mind gotta dumb hoe anthem
509,0,0,is albino mexican no dad hes asian
510,1,0,it takes true directioner accept larry you know bitch fans like make boys cry thankyoupaulforconfirminglarry
511,1,0,its allegations u bedroom did u see it words naive amp blind bitch we know ur husband cheated u ramona dumb
512,1,0,its never late tag bitch
513,1,0,its dykes hunter dyke dyke
514,1,0,julia roberts ho nottinghill
515,0,0,just follow yellow brick twitter
516,1,0,lmfaoooooooooooooooooo if pussy good mama dont like you guess gotta gomy mama
517,0,0,lol cripple wendy davis rt scientists create remotecontrolled chick study shy penguins
518,1,0,lets nips ahoy spank maybe
519,1,0,lets kill cracker babies wtf i hear wow
520,1,0,like correct im wrong but doesnt pimpin involve smackin bitches money
521,1,0,lmao rt pound cake look like pussy
522,1,0,lmao the drose adidas lighter phone shit retarded
523,0,0,mam rene doet haar rol net ze ongesteld wat ongesteld van dat soort vragen waar je denkt hoe leg ik die weer uit
524,1,0,maybe wants friend maybe stupid bitch you never know make cum
525,0,0,mine plays dmx kirk franklin smh well neighbors ghetto they get like 5am beat kids
526,1,0,my grandma used call porch monkey time come think refer broken bottle nigger knife
527,1,0,my momma told tell mind yoooo damn motha fuckin business 22 knowin bitch
528,1,0,my nips freeeeezingand thats okay theyre slicing bra
529,1,0,my twitter hacked im pussy admit i said i want act like i never said it
530,1,0,nah girl i aint gon able make it tight since russ loss job back like damn bitch really
531,1,0,nah you yo thought some1 photoshopped face faggot smmfhi hate yall
532,1,0,new flame song yr lol bitch super run like
533,1,0,niggas always yelling fuck bitches get money meanwhile theyre broke still want bitches
534,1,0,niggas pressed pussy eeeeeen nothin
535,1,0,no bitches nan
536,1,0,no boats hoes please thanks mom
537,0,0,ovo amp kendrick lamar still trash
538,1,0,on top that pregnant ass sorry hoe aint never got money even water broke riptallt
