index,is_hatespeech,class,text
122,1,0,you are alec u2014 you are retarded
123,1,1,oh well i try so hard to be his shithole countriesmaybe someday that will happen
124,1,1,nigga it started lagging so we left retard
125,1,3,omg tea using these terms can hurt and offend and if you used any of these sorry and idc but youu2019re retarded ud83dude10u2728
126,1,1,remember i’m a negro my open mind got a skin doorwayne
127,1,3,all exams passed at collage now thank fuck never have to go into that mongy place again cheeky pay rise just beforeu2026
128,1,1,i love you negro
129,1,5,i altered my original dykeesque costume to b slutty bc tristan inspires me to b a whore n now hes not eve n goingu2026
130,1,1,hes burning a funko pop like a mongoloid
131,1,1,and my mom was like ching chong bing bong were eating the bird for dinner
132,1,0,keep in mind i’m a negroso my open mind got a screen door impressive carterv
133,1,1,youre skipping over the shithole cities ndetrou2026
134,1,1,you truely are a little mongy ud83eudd23ud83dude48ud83dudc4dud83cudffb ud83dudc47ud83cudffb
135,1,1,girl i give you 3 days before twitter is a cunt and puts your ass in lockup again
136,1,5,somebody tell faggot ass poe to square up not show up with 17 dick riders
137,1,3,i would beat the chink out of this faggot
138,1,3,the bonge always going full retard
139,1,0,if you want to prove to all who know you just how big a cunt you can beshoot amp kill a sleeping lion thatu2019ll dou2026
140,1,3,debating the different economic systems or models dont go full retard by claiming hyu2026
141,1,5,the gator chomp is the most faggot shit iu2019ve ever seen in my life
142,1,0,unreal crawling into bed after a 13 hour nightshift and then next doors yappy little cunt off a dog wakes up ud83dude44
143,1,0,etesvous d’accord avec bernard kouchner qui dit que « nous devrions prendre plus de migrants »
144,1,3,think a lil i corrected you what are you on about your so fucking retarded iu2019m losing brain cellsu2026
145,1,2,at first i thought it was a leftist muslim terrorist i am wrong we neeu2026
146,1,0,herenni am two partsa personnboricuaspicnpast and presentnalive and oppressedngiven a cultural beautyn andu2026
147,1,1,i really dig stories of immigrants coming to usa and making a killing that shit inspiring fr
148,1,1,why wasnu2019t there this much interest in the benghazi murders donu2019t even care about this ragheadjournalist nah gunu2026
149,1,4,and this was tweeted after that last one doubling down on being a cunt
150,1,4,not got the bollocks to put your name or face to this tweet though have you pathetic cunt
151,1,3,dan fife is the biggest retard in laconia and itu2019s not even close
152,1,4,are united gonna ruin my fuckin sunday or what lukaku better get dropped the shit cunt
153,1,1,all i see is ching chong
154,1,5,what a fucking faggot
155,1,3,so jonathan chait is retarded
156,1,1,yeah very baby mongy
157,1,3,im 26 retard
158,1,5,hurry up faggot i wanna see it
159,1,1,when a white says “wassup nigger” because you made a video calling yourself a nigger
160,1,4,cause its utter bs as is the lying feminazi ford
161,1,3,yeah dodge the wager of course shitter and i have a gig up and down retard go get some bruises from your dad
162,1,1,a front group for abetting the flocking of illegal aliens to our country good riddance
163,1,5,probably because youre a weeb faggot
164,1,1,these dumbasses really think im hurt when they call me chink ching chong or whatever bish im not even hurt lmao
165,1,0,yep thats the quid pro quo for peters supporting more refugees
166,1,1,yay kelas ching chong today
167,1,1,we havent had a vote we had a fraud though copying those shithole countries we hear about
168,1,0,get schwacked faggot
169,1,4,if youu2019re a boy and you harass girls in clubs youu2019re a fucking twat
170,1,0,im sick of seeing your face on my news feed you cunt
171,1,2,he kinda looks like a raghead tbh
172,1,1,calling africa and haiti shithole countries is just too wrong
173,1,1,you werent calling me a faggot when you were clapping these cheeks nigga
174,1,1,charlie sloth is a mongy cunt
175,1,1,its okay to be white auspol
176,1,1,say tag the right denilson spic
177,1,1,d d d d dni want this bloke on site the chinaman lol d d d
178,1,3,me important tangent about chocolate pretzels being retard foodnnyou guys nnme horse foreskinnnyou guys
179,1,0,how many of us could keep such a spic n span kitchen if we lived at 8000 feet without electricity tap water andu2026
180,1,1,and sheu2019s from africa ya know that place where u201cshithole countriesu201d are locatedud83dude44ud83dude44ud83dude44ud83dude44
181,1,1,mooooooom the immigrants broke the laaaaaawwww
182,1,5,you faggot
183,1,0,you calling people insensitive thatu2019s the best tweet of the day daft cunt
184,1,3,again i found another liberal retard ud83dudc47
185,1,5,going as pippi longstocking for a halloween event tonight bc shes a ginger who wears dyke attire so i fit the criteria
186,1,3,awe its retarded
187,1,1,im not even offended anymore jkfsd like jokes on you you literally went and typed ching chong unironically
188,1,0,i donu2019t play all dayud83eudd23ud83eudd23ud83eudd23you deluded twat omd slap yourself quickly and remove yourself
189,1,1,a pitchblende is a radius mongoloid and superindividual
190,1,0,what a soulless fucking twat
191,1,3,pretty much made this just so i can say retard every once in a while
192,1,1,black youtubers will you be demonetized if you say nigger i really wanna say nigger on my channel
193,1,1,im glad to read that a silly spic like me can only ever attain and hold entry level jobs or swing hamu2026
194,1,5,sorry about that time earls mom yelled at him and called him a furry faggot
195,1,1,dtmag border patrol agents discover nearly 200 illegal immigrants in remote arizona desert
196,1,3,i hate this fucjing stupids ass fu king hick town man c nights are fu king retarded still you canes my whole ass goinitxh
197,1,4,you know cause prominent conservative men are always ignorant and asking raging liberal feminazis for…
198,1,0,this shooting is totally a leftist setup and an attack on our second amendment rights find the perpsu2026
199,1,0,thank you so much we are just another shithole country full of violence and hate but to arrogantu2026
200,1,1,“it’s okay to be white” motion suspiciously delayed
201,1,1,complete twat you are
202,1,4,u201chey siriyou twatu201d tess horowitz
203,1,5,this series is even better knowing machado likes to use faggot as an insult
204,1,1,i would cry if people called me fat i got called faggot and it was annoying but it was whatever but omg ifu2026
205,1,1,this is the sort of thing that happens in a shithole country
206,1,4,for your information you absolute twat the reason sjws told me i deserve to get gaybashed was juu2026
207,1,1,fatlus mainstream now nigger
208,1,4,who is a men hating feminazi i…
209,1,3,lebron teammates become retarded in big situations
210,1,3,the director must be a retard
211,1,4,lol called me out for being a twat didnu2019t you d
212,1,1,my baby told me i was beautiful with my bare face and nigger twist
213,1,1,america will go into official bankruptcy quicker due to the many illegal aliens
214,1,0,look at this retarded fuckstick
215,1,1,them all might probably says nigger when no one is around
216,1,0,in pedo speak hotdogs means little boysnnso muslim faggot imported a bunch of black kids from chiu2026
217,1,1,armies i can get canada mexico cuba all of europe most of asia all of the shithole countries and even switzeu2026
218,1,3,im forced to deal with retarded people everyday
219,1,5,itu2019s better than being a faggot
220,1,0,helped bring alc to a ae pi party and some faggot was trying to kick me out iu2019ve been here for less than a min fau2026
221,1,1,you turn around and go back to where you come from and give the natives back whatu2026
222,1,3,just another mongoloid on twitter
223,1,4,hahaha fucking cunt i dont know whats worse joking about a terriblu2026
224,1,1,white gringxs be like u201chow is you saying u201cthe officeu201d is bad any better than me calling you a spic u201d
225,1,1,its decided by race so indians carry caucasoid australoid and mongoloid races and so do the intermediu2026
226,1,0,my cousin after making a lunch date with me canu2019t wait to see you and pay every cunt out
227,1,4,iu2019m getting so fucking fat itu2019s a joke but i will do nothing about it cos am a lazy cunt
228,1,5,lily really is the best dyke ever
229,1,1,there are two types chinaman bowlers one is kuldeep and the rest others kuldeep is miles ahead of others
230,1,1,yeah nonracists reflexively shout racist things late and the spic barista is too slow shout u201chey beu2026
231,1,5,hereu2019s ur question faggot ud83dudc96 from another faggot u2014 there isnt a fucking question here faggot
232,1,0,twat ud83dude0f
233,1,1,libye plus de 100 morts dans le naufrage de deux bateaux de migrants
234,1,4,still a twat but gotta give ratings for thisud83dude02
235,1,0,ngl i have never laughed so hard at a random ching chong video depicting unfortunate events wait for it…
236,1,1,die nigger
237,1,4,orchestrated by feminazis christine ford her feminazi lawyer mx katz and the ranking feminazi and…
238,1,1,lol speak for your own hazaramongol people who have nothing to do with ethnic afghans nor geneticalu2026
239,1,1,no coats go back to where you come from
240,1,3,i keep getting different signs different ways amp its like god looking at me like wow send another one this bitch retarded
241,1,1,im the ultimate spic i grew up in little village and a beaner ass ranch with my drug lord abuelo so ik how to gangbu2026
242,1,5,big 3720 oof is a faggot
243,1,0,yale study on undocumented immigrants truth
244,1,3,yea theyve played their ass off but you cant win in the sec with a full retard qb
245,1,1,do it nigger
246,1,3,if you use the word retarded in a derogatory sense youu2019re a piece of shit lol
247,1,0,and leftist fanatics did too antifa is another terrorist organization
248,1,3,youu2019re just a retard who doesnu2019t even know he uses liberal arguments lmao
249,1,4,youu2019re just a cheap cunt
250,1,1,mongy little twats in bucket hats and pretty green lap it up though idiots
251,1,1,are you a chinaman or a wetback looks like a combo to me
252,1,4,dave roberts literally lost the game with his retarded bullpen moves
253,1,0,lmaooo if one more kefe says i look like this cunt iu2019m gonna lose my shit i swear hahahahahaha
254,1,1,okay ching chong
255,1,1,ching chong lookin ass
256,1,0,a retarded looking disturbed lunaticnthrow him into the ocean with a brick tied to his ankle nnfood for the fisu2026
257,1,0,i was ready to accept you but fate is just a fucking cunt and he made it this way
258,1,1,fuck y edrepresed cjkt biggs faggot
259,1,0,you clearly dont seem to listen to your wife at allnnshes a great listener take that back you twat
260,1,5,when a boy is a gay retard kowalsaki anal
261,1,1,you support sanctuary cities for criminal illegal aliens you have no credibility as a governor or ameri…
262,1,1,do you invite someone in your home without knowing who they are lettin illegal aliens vote is this the only…
263,1,1,snapchat vid of youre sneakers in the footwell with mongy tunes on in the background genderneutralbehaviour
264,1,0,cleaned airedud83dudca8the apartment spic span almost done withud83dudec5unpacking still doing laundryud83dudca8
265,1,1,bitch i aint even muzzie u afghan terror camel
266,1,1,why are we having all these people from shithole countries come here trump reporteu2026
267,1,1,this is accurate thank u nigger twink
268,1,1,justin trudeau is promising to continue to welcome syrian refugees
269,1,1,whatever spic
270,1,1,we are not the greatest country in the world we have become the shithole it breaks my heart every day voteu2026
271,1,1,u dont like people calling u spic or wetback but u use the n word in every sentence ok
272,1,4,follow and retweet to win nothing you faggot
273,1,5,man shut your faggot ass up already iu2019ve been a fan longer than you have i have thu2026
274,1,1,i love you huhuhu miss u ching chong
275,1,5,follow me faggot getlewd
276,1,1,i see the type of nigger you are hmph
277,1,0,you sir are a fucking cunt
278,1,0,happy birthday liyaaaaah ud83cudf8a thank you so much for everything my spic gurl ud83dude1a enjoy your daaaaay di pwude ang sadu2026
279,1,1,u300atouiceu300b u300aching chang ching chongu300bud83dude2dud83dude2dud83dude2dud83dude2dud83dude2d
280,1,1,shame and england for discriminate against caribbean black immigrants
281,1,1,who said something about shithole countries i mean sending pipe bombs to political opponents happens only in shithu2026
282,1,3,are we forgetting the group of mongy stoke fans waiting outside for when we left the ground youu2026
283,1,1,it’s okay to be white
284,1,3,you add 14 points for his 14 catches retard
285,1,3,i really canu2019t put my level of intelligence next to a semiretard at this point ud83eudd37ud83cudffdu200du2640ufe0f
286,1,0,if your tweeting asking what time is it you are an awful cunt jussayin
287,1,1,my friends boyfriend just asked me if ching chong was a real wordno you dipshit its a stereotype wtf
288,1,1,nigger jew
289,1,4,why did kim kardashian just tweet pics of boobies with no areola and a twat with no clit on my timeline
290,1,3,ud83dude02ud83dude02ud83dude02ud83dude02youurre retarded
291,1,1,a team cant win the ws with a mongoloid idiot manager in charge of their pitching simple as that
292,1,1,back to v fox lets debate what u call foulest shithole in the world n and btw iu2026
293,1,5,u r ugly and retarded u stupid piece of shit flaming faggot kill ur self
294,1,1,heu2019s a right fucking mongoloid recently scott
295,1,3,feeding her food convenient herfor to pass them into earth and to my saffronbreathing mongoloid the skinsygni gu2026
296,1,5,breaking news dyke drought increases rapidly as the day goes by because of this suspicious entity read more below
297,1,1,chris was a spic glad heu2019s gone
298,1,1,the trailer for the curse of la llorona called me a wetback and a spic not watching that trash
299,1,1,ill never forget when my dreads was hella short and this bitch on twitter called me a dyke
300,1,1,this is the same guy who said slaves were immigrants
301,1,3,wow i thought theres only one retard turn out theres more time to clear the list
302,1,3,i hate people i hate how they think i hate how they act everybody is fucking retarded to me
303,1,1,prayers for that nigger at this time
304,1,1,prove it negro
305,1,1,oh this old cunt
306,1,1,suspicion is upstairs old chinaman neighbor feigning mental illness since 3 years ago slamming his gate goingu2026
307,1,1,its been a good weekweekend i feel good cuz my kitchen is spic and span
308,1,3,this game looks absolutely retarded now what even is this
309,1,3,sabarimala dialogues amp debates on female menstruation is shocking to us the mongoloid people how can a person thiu2026
310,1,1,still surprised this retard became president
311,1,1,swedish feminist they are all retarded and dangerousnnin 2017 over 7200 rapes were reported to the police inu2026
312,1,1,that’s what you get for eating pickles you nigger
313,1,5,the fucker has to go headless when we were about to win the game fucking faggot
314,1,3,what a retard
315,1,5,same but my parents called me a loner faggot when i said it to them
316,1,1,it sounded a lot like the u201cching chongu201d and u201cme love you long timeu201d i heard so often in my childhood
317,1,5,wowpresents really not taking a faggot claws
318,1,1,because ninjashyper aka toxic man says i dont like seeing ching chong bing bong in my chat
319,1,1,tamilnadu is for all even good immigrants suffer only because of selfcentere…
320,1,3,i hate retarded ass people bruh
321,1,4,hope yas enjoy getting tripled maybe next time youll actually back the fuck outta my lobby ya twat
322,1,5,transdayofvisibility tdov hi itu2019s me chess trans dyke who cannot stop recycling the same pictures over and over au2026
323,1,1,that nigger really said that niggaz wont listen to his album because hes gay
324,1,0,did you see that even the retard trump tweeted how stupid it was for roberts to take out hill the onlu2026
325,1,4,like that conspiracy theorist altright terrorist cunt gives a fuck about the palestinians
326,1,3,your sons a fucking mongy cunt ya ming
327,1,1,humour of a female and or retard same same i get you tho
328,1,1,another day more americans killed by illegal aliens buildthewall mandateeverify
329,1,1,real spic move
330,1,1,ive asked you if you secure the border and protect us citizens over illegal aliens you never ans…
331,1,3,come on now captain you now iu2019m repping you iu2019m just retarded right now supportthetroops
332,1,1,it hurts when you go back to your country and you speak the language then people ask you if you live abroad because you have an accent
333,1,3,get in cord mongoloid
334,1,3,stop retweeting and telling people that stupid guys name that made the retarded statement at twitch con idk why iu2026
335,1,1,i remember it was some ching chong hoe on here that was flexin on him years ago found out they was fuckin smh
336,1,4,bet theres a feminazi under silils comment talking about wow only after if it was bafana it would be same day
337,1,3,this retarded bastard is actually using bomb threats sent to people who oppose him to suggest a conspiracy againstu2026
338,1,3,pretty sure the r in iphone xr stands for retarded
339,1,1,fucking nigger try to kill me i bet you dont do it cause youre a p u s s y hahaha white nigger com…
340,1,3,you know iu2019m all the way retarded ud83eudd8d
341,1,1,look at all the feminazi i don’t believe it with out listening to a single word your pathetic hop…
342,1,0,i really am an unsociable twat nowadays ud83eudd26ud83cudffdu200du2642ufe0f
343,1,4,i wonder if iu2019ll ever stop being such a mongy cunt
344,1,4,it was supposed to be 5 minutes you dumb cunt
345,1,1,in mn all officers had to sign the u201cclock booku201d when clocks were advanced or retarded u23f0ud83dudea2
346,1,0,big boy carl has blocked me after i saidnterf is a derogatory term the same as faggot is neither should be usednhu2026
347,1,3,in your dream faceless trollwhat a retard u r
348,1,5,there is no james bountrogiannis just a faggot
349,1,5,stfu faggot
350,1,1,u201cwhy are we having all these people from shithole countries comu2026
351,1,1,people always say black people are from africa but im from the falkland islands so fuck off
352,1,4,some cunt smashed my phone out my hand last night ud83eudd26ud83cudffdu200du2640ufe0fud83eudd26ud83cudffdu200du2640ufe0fud83eudd26ud83cudffdu200du2640ufe0fud83eudd26ud83cudffdu200du2640ufe0f
353,1,5,what a fucking faggot
354,1,0,now yes this politically motivated terrorist is white and leftist
355,1,1,fuck you ill listen to africa by toto if i want
356,1,5,he ratted only thing worse then a faggot
357,1,1,olivers got a full on camel toe the poor fucker
358,1,4,ya no different than my cracker daddyncalled that cunt a pedophile nhe said youre over 18ndie slow ya fuckin toe rags
359,1,0,disgusting attention seeking twat
360,1,3,streaming some fortnite with a retard come chill 610 subs hit the subbbbbbbn appreciated n
361,1,1,many many immigrants want to kag
362,1,1,shit that i should have realized earlier the phrase its okay to be white is the fisherprice version of the 14 words
363,1,0,this is the same guy who says slaves were immigrants
364,1,5,ugly depressed lonely faggot ud83dude02ud83dude02ud83dude02
365,1,1,ohhh i think it was something along the lines of go back to your country and stupid stuff like that
366,1,1,when cohen said ching chong it was the first thing that came to my mind
367,1,1,governor brown vetoed senator ricardo laras bill sb 174 that would have allowed illegal aliens to serve…
368,1,0,just waiting for some trophy hunting twat to come along and shoot him
369,1,1,ugandan government has warned people foreign spies who disguise as refugees to undermine the security of the c…
370,1,3,it takes guts to stand up for your rights and not appear retarded
371,1,3,god doesnt make people retarded chuck norris does
372,1,3,t en retard look ton insta
373,1,5,youu2019re such a faggot sjdjdn
374,1,4,itu2019s gonna take some time to create this thread but i got the u201cgo aheadu201d from wifey to annihilate this cunt amp tag eu2026
375,1,3,imagine being a fibbonaci sequence and only having on relation to the golden ratio you fucking retardnnthis post iu2026
376,1,1,high pitched ching chong
377,1,4,yeah you mongy farmers
378,1,4,this made me so angry what a cunt
379,1,3,this would break your heart america so advanced ins many ways but conversely so retarded wu2026
380,1,1,deep slave nigger sigh
381,1,1,camerroonians dont do celebrities ud83dude02ud83dude02ud83dude02ud83dude02ud83dude02 some people surely want to shout oh but they dont wanna look retardedud83dude02
382,1,1,hey american followers your country is a shithole in the political sense go vote iu2019m high off pain killers
383,1,0,did obama ever call european countries shithole countries or give childish nicknames to his opponentu2026
384,1,4,not acceptable even if the lion is awake takes a special kind of cunt to be a trophy hunter
385,1,1,i recall democrats saying shithole countries do not exist yet here we have thousands of people proving them wrong
386,1,5,of the violent variety faggot
387,1,5,shut the fuck up you fucking homestuck faggot
388,1,1,also that youu2019re a retard to think otherwise
389,1,5,you a faggot my lady will never fuck youud83dude2dud83dude2dud83dude2d
390,1,3,thats what i am saying u retard
391,1,1,and my mongoloid copy of red alert 2 decided to fail me in mission 3 for no apparent reason apparently its becu2026
392,1,1,a retard andor us federal asset who is also a lolicon decided to shoot up a synagogue gab the site heu2026
393,1,1,if any liberal thinks our country is bad because of trump take a look at the shithole countries that du2026
394,1,1,how depressed are you about opie getting shane mcmahon on his free podcast mary jean is a close second though you mongoloid
395,1,3,its legit annoying how often i have to explain to this retard that i will never play hots with him holy shit
396,1,3,he got that retard strength ud83dude02ud83dude02
397,1,1,bombings shootings a president with the mental capacity of a flea the united states is clearly the real shithole country
398,1,5,how to answer your phone faggot fuck you
399,1,0,matt stop labelling people far right you are a biased left liberal snowflakes twat shouting down and dismissiu2026
400,1,1,no one is trying to bust into valenzuela or mexico hmm could it be because they are shithole countries
401,1,5,aye no offense to faggots but i gotta call out a faggot
402,1,2,waking to to a giants l is a great way to start my work week ud83dudd95ud83dudd95ud83dudd95ud83dudd95 eli raghead
403,1,0,i fucken hate customers who come in the store just 5 mins before closing just to try shit on fuck off cunt i wanna go home
404,1,3,also getting medical advice from twitter is even more retarded than getting it from webmd
405,1,1,i can’t stand a meanspirited nigger
406,1,3,sion titanic hydra with steraks and demolition for a mastery is retarded and broken its virtually unbu2026
407,1,4,just cause you have money and connects doesnu2019t mean youu2019re not guilty trick ass bitch you just become a cunt who nu2026
408,1,1,kpop niggas ching chong
409,1,1,some guy actually said to me “i love the koreans but yeah i’m racist because i don’t like ching chong music”
410,1,1,bring me nigger
411,1,1,call me a spic shit at least u calling
412,1,3,this gronk tide pod commercial is retarded ud83dudc80
413,1,5,anyone that watches that movie mid90s is a faggot no cap that movie is whack af lol
414,1,1,used immigrants as a prop to fulfill his view of the world bingo
415,1,1,lee hsien loongs career criminal chinaman regular talker should be interrogatedn he had audiblu2026
416,1,1,why wouldshould new chinese immigrants care about chinatown or strathcona
417,1,3,how fucking retarded do you have to be to think that its ok to flirt with guys who have girlfriends it doesnt matu2026
418,1,3,29 he 1v3ed your dumbass on seaside retard
419,1,3,you retard ud83dude02ud83dude02ud83dude02you were in the same special ed class as floyd
420,1,0,update the bucks are 60 and manny machado is still a twat
421,1,0,omg babe thank you ud83dude0dud83dudc9e
422,1,3,tbh as long as u donu2019t look mf retarded idc but itu2019s their personal lives ppl can do what they want yau2026
423,1,1,what country are these invaders about to turn into a dystopian shithole ud83eudd14
424,1,0,my nigger lion heart i wish you god forward ever back ward never man me say
425,1,1,this is a nigger fuck
426,1,5,is a faggot no cap ud83dudcafud83dude02
427,1,1,weve heard 11 million illegal aliens for decades my guess its over 30 million now es…
428,1,4,i’m not a feminazi i…
429,1,1,so what about when your mans called other places u201cshithole countriesu201d
430,1,4,bro why was tiktok created that shits retarded some of the ads they put on ig makes me wanna die
431,1,3,we have mongy humour
432,1,1,im old school grew up with prejudice but it wasnt like this who was a pollack mick spic wop kiku2026
433,1,4,verstappen bad start crashes into the twat ricciardo 1st vettel 2nd
434,1,0,1 merkel is not a leftist sheu2019s center right christian 2 how are you feeu2026
435,1,1,this the type ball playing nigger you don’t want around yo daughter or nah
436,1,4,i would look like a twat from this angle how does she do this
